Date,Close,Open,High,Low,Volume,Change
30-07-2012,5199.80,5129.75,5206.60,5129.75,117.52M,+1.96%
27-07-2012,5099.85,5124.30,5149.95,5077.50,131.95M,+1.13%
26-07-2012,5043.00,5126.30,5126.30,5032.40,180.13M,-1.30%
25-07-2012,5109.60,5118.40,5121.60,5076.60,130.97M,-0.36%
24-07-2012,5128.20,5128.80,5144.00,5103.25,116.52M,+0.20%
23-07-2012,5117.95,5163.25,5164.20,5108.10,104.77M,-1.67%
20-07-2012,5205.10,5233.55,5238.70,5197.50,89.73M,-0.72%
19-07-2012,5242.70,5249.85,5257.75,5233.15,109.77M,+0.51%
18-07-2012,5216.30,5199.10,5222.85,5169.05,109.65M,+0.45%
17-07-2012,5192.85,5228.05,5236.70,5181.70,111.77M,-0.08%
16-07-2012,5197.25,5232.35,5246.85,5190.45,106.31M,-0.57%
13-07-2012,5227.25,5242.75,5267.15,5216.85,99.05M,-0.15%
12-07-2012,5235.25,5240.00,5261.75,5217.70,131.19M,-1.34%
11-07-2012,5306.30,5315.25,5336.45,5300.25,113.53M,-0.73%
10-07-2012,5345.35,5286.60,5348.55,5284.55,123.95M,+1.33%
09-07-2012,5275.15,5283.70,5300.60,5257.75,101.17M,-0.79%
06-07-2012,5316.95,5324.70,5327.20,5287.75,113.30M,-0.19%
05-07-2012,5327.30,5297.05,5333.65,5288.85,118.92M,+0.47%
04-07-2012,5302.55,5310.40,5317.65,5273.30,156.00M,+0.28%
03-07-2012,5287.95,5298.85,5317.00,5265.95,133.12M,+0.18%
02-07-2012,5278.60,5283.85,5302.15,5263.35,126.16M,-0.01%
29-06-2012,5278.90,5191.25,5286.25,5189.00,226.52M,+2.52%
28-06-2012,5149.15,5148.95,5159.05,5125.30,143.07M,+0.14%
27-06-2012,5141.90,5149.45,5160.10,5129.25,112.27M,+0.41%
26-06-2012,5120.80,5107.45,5134.55,5095.50,99.41M,+0.12%
25-06-2012,5114.65,5158.50,5194.60,5105.65,123.50M,-0.61%
22-06-2012,5146.05,5101.75,5159.80,5094.00,159.75M,-0.37%
21-06-2012,5165.00,5097.35,5170.40,5093.45,142.99M,+0.87%
20-06-2012,5120.55,5114.55,5141.70,5100.70,160.51M,+0.33%
19-06-2012,5103.85,5050.80,5113.60,5048.10,149.42M,+0.78%
18-06-2012,5064.25,5174.00,5190.20,5041.70,153.46M,-1.46%
15-06-2012,5139.05,5069.55,5146.20,5069.15,155.44M,+1.67%
14-06-2012,5054.75,5105.10,5130.00,5047.60,118.35M,-1.30%
13-06-2012,5121.45,5117.55,5144.90,5095.45,125.67M,+0.11%
12-06-2012,5115.90,5015.50,5128.90,5015.15,135.48M,+1.22%
11-06-2012,5054.10,5096.70,5124.45,5040.70,125.62M,-0.28%
08-06-2012,5068.35,5044.25,5084.45,4994.80,138.39M,+0.37%
07-06-2012,5049.65,5035.35,5059.65,5007.75,150.56M,+1.05%
06-06-2012,4997.10,4886.65,5010.45,4886.15,185.34M,+2.75%
05-06-2012,4863.30,4869.45,4898.95,4847.70,141.48M,+0.31%
04-06-2012,4848.15,4797.30,4858.30,4770.35,152.34M,+0.14%
01-06-2012,4841.60,4910.85,4925.00,4831.75,138.77M,-1.68%
31-05-2012,4924.25,4896.10,4949.25,4883.55,296.91M,-0.54%
30-05-2012,4950.75,4964.25,4982.25,4944.90,146.00M,-0.79%
29-05-2012,4990.10,5005.35,5020.15,4982.15,124.22M,+0.09%
28-05-2012,4985.65,4931.70,4994.95,4931.30,97.26M,+1.33%
25-05-2012,4920.40,4905.95,4935.80,4889.35,118.19M,-0.02%
24-05-2012,4921.40,4863.40,4931.90,4830.15,140.48M,+1.77%
23-05-2012,4835.65,4843.00,4853.75,4803.95,136.11M,-0.51%
22-05-2012,4860.50,4954.70,4956.35,4849.90,130.81M,-0.93%
21-05-2012,4906.05,4888.50,4937.50,4888.50,116.51M,+0.30%
18-05-2012,4891.45,4796.40,4908.50,4788.95,154.51M,+0.44%
17-05-2012,4870.20,4878.60,4922.25,4850.20,155.65M,+0.25%
16-05-2012,4858.25,4875.30,4882.25,4837.05,165.05M,-1.71%
15-05-2012,4942.80,4869.85,4955.20,4868.55,142.12M,+0.71%
14-05-2012,4907.80,4934.35,4957.20,4874.50,126.95M,-0.43%
11-05-2012,4928.90,4938.85,4976.25,4906.15,138.53M,-0.74%
10-05-2012,4965.70,4984.15,5039.30,4950.30,141.03M,-0.18%
09-05-2012,4974.80,4967.90,5016.25,4956.45,180.44M,-0.50%
08-05-2012,4999.95,5114.70,5119.95,4983.60,164.26M,-2.23%
07-05-2012,5114.15,5017.80,5124.75,4988.00,168.27M,+0.54%
04-05-2012,5086.85,5166.65,5177.20,5070.60,153.30M,-1.96%
03-05-2012,5188.40,5211.20,5217.30,5180.65,118.57M,-0.97%
02-05-2012,5239.15,5254.30,5279.60,5226.45,119.33M,-0.17%
30-04-2012,5248.15,5201.45,5262.15,5201.45,108.14M,+1.11%
27-04-2012,5190.60,5189.00,5223.05,5154.30,128.76M,+0.03%
26-04-2012,5189.00,5214.75,5215.60,5179.05,185.90M,-0.25%
25-04-2012,5202.00,5222.20,5236.10,5160.65,142.91M,-0.40%
24-04-2012,5222.65,5215.90,5232.35,5180.35,155.68M,+0.42%
23-04-2012,5200.60,5277.40,5310.55,5187.15,138.04M,-1.71%
20-04-2012,5290.85,5313.95,5336.15,5245.45,135.25M,-0.78%
19-04-2012,5332.40,5320.60,5342.45,5291.30,133.55M,+0.61%
18-04-2012,5300.00,5320.70,5342.00,5293.45,152.74M,+0.19%
17-04-2012,5289.70,5266.60,5298.20,5208.35,178.90M,+1.22%
16-04-2012,5226.20,5190.60,5233.50,5183.50,119.73M,+0.36%
13-04-2012,5207.45,5255.70,5306.75,5185.40,164.23M,-1.32%
12-04-2012,5276.85,5246.75,5290.60,5246.75,152.68M,+0.96%
11-04-2012,5226.85,5209.45,5263.65,5190.80,167.01M,-0.32%
10-04-2012,5243.60,5254.10,5255.80,5211.85,156.11M,+0.18%
09-04-2012,5234.40,5282.50,5287.90,5228.00,111.92M,-1.66%
04-04-2012,5322.90,5328.65,5338.40,5305.30,122.11M,-0.66%
03-04-2012,5358.50,5353.20,5378.75,5344.45,152.50M,+0.76%
02-04-2012,5317.90,5296.35,5331.55,5278.80,134.54M,+0.42%
30-03-2012,5295.55,5206.60,5307.10,5203.65,164.79M,+2.25%
29-03-2012,5178.85,5145.95,5194.30,5135.95,242.56M,-0.31%
28-03-2012,5194.75,5231.70,5236.55,5169.60,145.80M,-0.92%
27-03-2012,5243.15,5242.95,5277.95,5184.65,208.78M,+1.14%
26-03-2012,5184.25,5274.35,5274.95,5174.90,169.79M,-1.78%
23-03-2012,5278.20,5255.65,5312.00,5220.00,172.74M,+0.95%
22-03-2012,5228.45,5361.10,5385.95,5205.65,205.58M,-2.54%
21-03-2012,5364.95,5267.20,5372.35,5256.00,199.79M,+1.71%
20-03-2012,5274.85,5257.15,5297.35,5233.25,181.34M,+0.34%
19-03-2012,5257.05,5337.35,5340.70,5238.55,179.88M,-1.14%
16-03-2012,5317.90,5380.35,5445.65,5305.00,267.52M,-1.16%
15-03-2012,5380.50,5462.50,5462.50,5362.30,160.26M,-1.53%
14-03-2012,5463.90,5490.55,5499.40,5437.80,181.71M,+0.63%
13-03-2012,5429.50,5391.05,5438.65,5390.80,179.96M,+1.31%
12-03-2012,5359.55,5420.10,5421.90,5327.30,176.67M,+0.49%
09-03-2012,5333.55,5294.10,5342.30,5291.60,203.01M,+2.17%
07-03-2012,5220.45,5207.05,5243.85,5171.45,230.73M,-0.04%
06-03-2012,5222.40,5266.00,5382.05,5206.40,290.40M,-1.10%
05-03-2012,5280.35,5342.55,5344.50,5265.70,196.42M,-1.47%
03-03-2012,5359.40,5360.05,5369.60,5353.40,16.77M,0.00%
02-03-2012,5359.35,5369.45,5392.55,5315.05,185.02M,+0.37%
01-03-2012,5339.75,5366.00,5372.45,5297.50,196.87M,-0.84%
29-02-2012,5385.20,5424.95,5458.80,5352.25,226.02M,+0.18%
28-02-2012,5375.50,5310.50,5391.10,5306.45,208.13M,+1.79%
27-02-2012,5281.20,5448.10,5449.80,5268.15,235.32M,-2.73%
24-02-2012,5429.30,5479.15,5521.40,5405.90,364.66M,-0.98%
23-02-2012,5483.30,5490.05,5537.40,5460.80,307.25M,-0.40%
22-02-2012,5505.35,5609.75,5629.95,5491.35,263.01M,-1.82%
21-02-2012,5607.15,5561.90,5621.50,5561.75,231.13M,+0.77%
17-02-2012,5564.30,5574.20,5606.70,5545.20,329.31M,+0.77%
16-02-2012,5521.95,5513.75,5531.40,5483.75,270.06M,-0.18%
15-02-2012,5531.95,5460.60,5542.10,5460.60,314.37M,+2.14%
14-02-2012,5416.05,5380.80,5428.05,5377.95,201.41M,+0.48%
13-02-2012,5390.20,5382.10,5421.05,5351.40,181.56M,+0.16%
10-02-2012,5381.60,5399.80,5427.75,5341.05,225.35M,-0.57%
09-02-2012,5412.35,5343.05,5423.40,5338.90,255.31M,+0.82%
08-02-2012,5368.15,5343.80,5396.90,5325.20,236.14M,+0.62%
07-02-2012,5335.15,5412.95,5413.35,5322.95,181.20M,-0.49%
06-02-2012,5361.65,5379.45,5390.05,5327.25,215.08M,+0.67%
03-02-2012,5325.85,5276.10,5334.85,5255.55,217.36M,+1.06%
02-02-2012,5269.90,5272.10,5289.95,5225.75,337.96M,+0.65%
01-02-2012,5235.70,5198.15,5244.60,5159.00,234.90M,+0.70%
31-01-2012,5199.25,5125.25,5215.40,5120.15,215.77M,+2.20%
30-01-2012,5087.30,5163.55,5166.15,5076.70,181.14M,-2.26%
27-01-2012,5204.70,5216.75,5217.00,5162.40,215.92M,+0.90%
25-01-2012,5158.30,5151.50,5174.15,5130.25,219.18M,+0.60%
24-01-2012,5127.35,5064.80,5141.05,5049.80,202.01M,+1.61%
23-01-2012,5046.25,5025.35,5059.55,5021.35,158.18M,-0.05%
20-01-2012,5048.60,5044.85,5064.15,5004.30,221.05M,+0.60%
19-01-2012,5018.40,4995.00,5023.80,4991.40,203.49M,+1.26%
18-01-2012,4955.80,4977.75,4980.65,4931.05,211.20M,-0.23%
17-01-2012,4967.30,4904.50,4975.55,4904.00,223.00M,+1.92%
16-01-2012,4873.90,4844.00,4880.80,4827.05,160.48M,+0.16%
13-01-2012,4866.00,4861.95,4898.85,4834.20,230.94M,+0.72%
12-01-2012,4831.25,4840.95,4869.20,4803.90,183.07M,-0.61%
11-01-2012,4860.95,4863.15,4877.20,4841.60,209.08M,+0.24%
10-01-2012,4849.55,4771.85,4855.90,4768.25,201.66M,+2.25%
09-01-2012,4742.80,4747.55,4758.70,4695.45,147.54M,-0.09%
07-01-2012,4746.90,4755.60,4759.40,4743.05,187.84M,-0.15%
06-01-2012,4754.10,4724.15,4794.90,4686.85,176.06M,+0.09%
05-01-2012,4749.95,4749.00,4779.80,4730.15,177.86M,+0.01%
04-01-2012,4749.65,4774.95,4782.85,4728.85,165.94M,-0.33%
03-01-2012,4765.30,4675.80,4773.10,4675.80,146.62M,+2.77%
02-01-2012,4636.75,4640.20,4645.95,4588.05,108.46M,+0.27%
30-12-2011,4624.30,4659.95,4690.45,4608.90,113.90M,-0.47%
29-12-2011,4646.25,4681.15,4701.80,4639.05,146.00M,-1.27%
28-12-2011,4705.80,4756.20,4756.20,4685.65,117.46M,-0.94%
27-12-2011,4750.50,4780.20,4800.50,4723.65,104.83M,-0.60%
26-12-2011,4779.00,4718.15,4787.25,4718.15,90.85M,+1.38%
23-12-2011,4714.00,4763.20,4763.45,4693.20,141.98M,-0.42%
22-12-2011,4733.85,4636.90,4740.60,4632.95,170.79M,+0.87%
21-12-2011,4693.15,4636.45,4707.35,4601.95,211.31M,+3.28%
20-12-2011,4544.20,4635.80,4637.25,4531.15,195.30M,-1.49%
19-12-2011,4613.10,4623.15,4623.15,4555.90,176.45M,-0.83%
16-12-2011,4651.60,4752.50,4818.85,4628.20,202.06M,-2.00%
15-12-2011,4746.35,4712.80,4768.65,4673.85,200.32M,-0.35%
14-12-2011,4763.25,4788.70,4839.55,4750.40,176.25M,-0.78%
13-12-2011,4800.60,4733.60,4824.70,4728.50,181.04M,+0.76%
12-12-2011,4764.60,4906.85,4910.25,4755.55,178.34M,-2.10%
09-12-2011,4866.70,4870.75,4918.35,4841.75,173.61M,-1.56%
08-12-2011,4943.65,5037.40,5049.05,4921.45,178.85M,-2.35%
07-12-2011,5062.60,5050.10,5099.25,5032.25,169.43M,+0.47%
05-12-2011,5039.15,5036.50,5055.40,5002.55,137.25M,-0.22%
02-12-2011,5050.15,4940.85,5062.55,4918.40,180.19M,+2.29%
01-12-2011,4936.85,4970.85,5011.90,4916.70,183.92M,+2.17%
30-11-2011,4832.05,4766.15,4851.55,4754.80,282.22M,+0.56%
29-11-2011,4805.10,4864.20,4866.10,4787.10,155.57M,-0.95%
28-11-2011,4851.30,4769.30,4859.10,4766.40,145.26M,+3.00%
25-11-2011,4710.05,4731.30,4767.30,4693.10,162.84M,-0.98%
24-11-2011,4756.45,4707.55,4771.10,4639.10,213.36M,+1.06%
23-11-2011,4706.45,4779.50,4779.50,4640.95,178.82M,-2.20%
22-11-2011,4812.35,4794.85,4854.00,4782.55,174.21M,+0.71%
21-11-2011,4778.35,4873.80,4873.80,4764.80,154.12M,-2.60%
18-11-2011,4905.80,4899.15,4915.90,4837.95,192.27M,-0.59%
17-11-2011,4934.75,5027.10,5036.80,4919.45,149.24M,-1.90%
16-11-2011,5030.45,5059.10,5065.20,4989.50,161.41M,-0.75%
15-11-2011,5068.50,5131.20,5158.75,5052.85,149.59M,-1.55%
14-11-2011,5148.35,5217.35,5228.90,5140.55,134.45M,-0.40%
11-11-2011,5168.85,5159.75,5198.60,5142.25,168.51M,-1.00%
09-11-2011,5221.05,5309.70,5317.50,5211.75,146.43M,-1.29%
08-11-2011,5289.35,5292.25,5304.25,5252.00,120.65M,+0.10%
04-11-2011,5284.20,5325.40,5326.45,5256.80,149.02M,+0.35%
03-11-2011,5265.75,5241.55,5281.60,5201.85,160.28M,+0.14%
02-11-2011,5258.45,5216.75,5300.10,5204.95,144.38M,+0.01%
01-11-2011,5257.95,5278.60,5310.85,5238.30,152.49M,-1.29%
31-10-2011,5326.60,5358.90,5360.25,5314.60,149.48M,-0.64%
28-10-2011,5360.70,5341.90,5399.70,5322.80,246.08M,+3.05%
26-10-2011,5201.80,5214.95,5219.25,5196.15,27.50M,+0.20%
25-10-2011,5191.60,5137.90,5211.00,5085.55,221.08M,+1.83%
24-10-2011,5098.35,5114.70,5145.65,5084.75,126.07M,+0.96%
21-10-2011,5049.95,5106.60,5120.75,5037.95,109.89M,-0.82%
20-10-2011,5091.90,5086.55,5099.00,5033.95,119.33M,-0.92%
19-10-2011,5139.15,5080.45,5148.05,5075.30,117.47M,+2.02%
18-10-2011,5037.50,5049.45,5057.50,5011.05,125.55M,-1.58%
17-10-2011,5118.25,5156.20,5160.20,5084.50,130.46M,-0.27%
14-10-2011,5132.30,5057.35,5141.40,5056.60,157.78M,+1.07%
13-10-2011,5077.85,5130.80,5136.95,5067.65,157.30M,-0.42%
12-10-2011,5099.40,5011.20,5109.80,4997.65,188.01M,+2.51%
11-10-2011,4974.35,5019.90,5045.10,4964.00,182.04M,-0.11%
10-10-2011,4979.60,4886.85,4991.15,4882.05,188.84M,+1.87%
07-10-2011,4888.05,4883.65,4922.60,4861.20,198.29M,+2.88%
05-10-2011,4751.30,4791.30,4827.80,4741.00,179.14M,-0.44%
04-10-2011,4772.15,4823.50,4869.75,4728.30,184.41M,-1.60%
03-10-2011,4849.50,4874.40,4879.15,4823.90,148.92M,-1.90%
30-09-2011,4943.25,4990.15,5025.55,4924.30,201.96M,-1.44%
29-09-2011,5015.45,4924.20,5034.25,4906.00,216.16M,+1.41%
28-09-2011,4945.90,5005.50,5006.05,4918.45,166.87M,-0.51%
27-09-2011,4971.25,4905.15,4982.95,4905.15,151.31M,+2.81%
26-09-2011,4835.40,4878.60,4879.80,4758.85,156.08M,-0.66%
23-09-2011,4867.75,4873.75,4930.25,4829.60,205.77M,-1.14%
22-09-2011,4923.65,5054.45,5059.85,4907.75,147.61M,-4.08%
21-09-2011,5133.25,5153.75,5168.40,5109.85,132.92M,-0.14%
20-09-2011,5140.20,5042.55,5149.90,5035.25,146.60M,+2.15%
19-09-2011,5031.95,5068.40,5068.40,5019.25,115.74M,-1.03%
16-09-2011,5084.25,5123.35,5143.60,5068.10,225.19M,+0.17%
15-09-2011,5075.70,5062.35,5091.45,4967.45,153.65M,+1.26%
14-09-2011,5012.55,4965.05,5026.15,4917.40,154.28M,+1.45%
13-09-2011,4940.95,4977.80,5030.15,4911.05,146.00M,-0.12%
12-09-2011,4946.80,4981.70,4985.60,4911.25,135.50M,-2.23%
09-09-2011,5059.45,5161.30,5163.75,5046.80,158.71M,-1.82%
08-09-2011,5153.25,5139.20,5169.25,5098.25,140.86M,+0.56%
07-09-2011,5124.65,5080.15,5154.50,5076.30,193.86M,+1.19%
06-09-2011,5064.30,4993.35,5072.90,4942.90,183.68M,+0.94%
05-09-2011,5017.20,4998.90,5030.30,4964.45,162.90M,-0.45%
02-09-2011,5040.00,5109.80,5113.70,4993.35,195.06M,+0.78%
30-08-2011,5001.00,4973.25,5016.25,4927.55,181.54M,+1.65%
29-08-2011,4919.60,4806.20,4934.40,4806.05,145.12M,+3.62%
26-08-2011,4747.80,4839.25,4872.00,4720.00,149.72M,-1.90%
25-08-2011,4839.60,4914.65,4915.85,4825.05,184.91M,-1.01%
24-08-2011,4888.90,4934.35,4962.40,4875.30,129.41M,-1.21%
23-08-2011,4948.90,4925.15,4965.80,4863.80,130.01M,+1.02%
22-08-2011,4898.80,4843.70,4910.05,4808.75,123.81M,+1.10%
19-08-2011,4845.65,4859.30,4893.60,4796.10,166.70M,-1.99%
18-08-2011,4944.15,5077.95,5078.60,4932.15,139.82M,-2.22%
17-08-2011,5056.60,5030.30,5112.15,5017.25,143.34M,+0.41%
16-08-2011,5035.80,5125.75,5132.20,5015.40,130.90M,-0.73%
12-08-2011,5072.95,5194.40,5194.45,5053.35,128.84M,-1.27%
11-08-2011,5138.30,5128.00,5184.95,5121.00,113.04M,-0.44%
10-08-2011,5161.00,5196.55,5197.95,5123.35,158.40M,+1.74%
09-08-2011,5072.85,4947.90,5167.00,4946.45,233.87M,-0.89%
08-08-2011,5118.50,5083.85,5204.20,5054.05,188.31M,-1.78%
05-08-2011,5211.25,5204.35,5229.65,5116.45,196.02M,-2.26%
04-08-2011,5331.80,5412.40,5434.50,5323.15,118.48M,-1.35%
03-08-2011,5404.80,5402.00,5422.60,5378.85,133.22M,-0.95%
02-08-2011,5456.55,5493.20,5496.30,5433.65,110.37M,-1.09%
01-08-2011,5516.80,5527.50,5551.90,5486.45,98.96M,+0.63%
29-07-2011,5482.00,5479.00,5520.30,5453.95,156.13M,-0.10%
28-07-2011,5487.75,5492.40,5512.10,5475.65,164.52M,-1.06%
27-07-2011,5546.80,5588.55,5591.70,5521.50,122.32M,-0.50%
26-07-2011,5574.85,5688.45,5702.25,5560.15,134.11M,-1.86%
25-07-2011,5680.30,5633.80,5700.55,5616.70,142.01M,+0.82%
22-07-2011,5633.95,5576.95,5642.20,5567.10,106.78M,+1.67%
21-07-2011,5541.60,5554.60,5578.90,5532.70,76.33M,-0.46%
20-07-2011,5567.05,5642.05,5645.40,5555.10,87.09M,-0.83%
19-07-2011,5613.55,5569.85,5627.65,5557.20,86.56M,+0.84%
18-07-2011,5567.05,5581.75,5596.60,5550.95,73.61M,-0.25%
15-07-2011,5581.10,5602.95,5631.70,5562.75,80.43M,-0.33%
14-07-2011,5599.80,5569.00,5653.95,5541.70,123.02M,+0.26%
13-07-2011,5585.45,5542.05,5596.15,5541.40,106.02M,+1.07%
12-07-2011,5526.15,5556.90,5580.25,5496.95,104.91M,-1.60%
11-07-2011,5616.10,5648.05,5652.90,5601.70,78.90M,-0.79%
08-07-2011,5660.65,5734.65,5740.40,5651.05,129.28M,-1.19%
07-07-2011,5728.95,5633.35,5737.15,5632.95,112.22M,+1.84%
06-07-2011,5625.45,5622.70,5655.40,5610.75,86.11M,-0.12%
05-07-2011,5632.10,5659.85,5659.85,5612.30,100.78M,-0.33%
04-07-2011,5650.50,5679.55,5679.65,5633.10,103.53M,+0.41%
01-07-2011,5627.20,5705.75,5705.80,5609.75,141.09M,-0.36%
30-06-2011,5647.40,5614.50,5657.90,5606.10,179.22M,+0.84%
29-06-2011,5600.45,5566.50,5608.65,5566.50,124.59M,+0.99%
28-06-2011,5545.30,5548.85,5558.30,5496.35,114.41M,+0.34%
27-06-2011,5526.60,5441.20,5552.65,5434.25,143.40M,+1.01%
24-06-2011,5471.25,5343.40,5477.85,5343.40,140.10M,+2.84%
23-06-2011,5320.00,5269.10,5330.60,5252.25,89.00M,+0.79%
22-06-2011,5278.30,5304.65,5310.50,5262.50,95.77M,+0.05%
21-06-2011,5275.85,5280.80,5322.45,5257.00,107.19M,+0.34%
20-06-2011,5257.90,5372.20,5377.40,5195.90,135.34M,-2.02%
17-06-2011,5366.40,5412.50,5421.15,5355.85,97.88M,-0.56%
16-06-2011,5396.75,5419.65,5447.50,5389.80,128.06M,-0.93%
15-06-2011,5447.50,5494.45,5499.35,5438.95,95.88M,-0.96%
14-06-2011,5500.50,5485.60,5520.15,5484.20,97.84M,+0.32%
13-06-2011,5482.80,5469.85,5496.70,5436.95,80.11M,-0.05%
10-06-2011,5485.80,5518.05,5521.45,5457.45,84.19M,-0.64%
09-06-2011,5521.05,5523.55,5540.10,5502.05,87.03M,-0.10%
08-06-2011,5526.85,5535.25,5556.60,5514.90,92.93M,-0.53%
07-06-2011,5556.15,5509.15,5570.10,5507.80,81.86M,+0.44%
06-06-2011,5532.05,5504.30,5542.65,5479.85,77.14M,+0.28%
03-06-2011,5516.75,5565.70,5604.95,5507.20,101.02M,-0.61%
02-06-2011,5550.35,5529.90,5568.20,5521.95,110.95M,-0.74%
01-06-2011,5592.00,5561.05,5597.35,5559.45,98.63M,+0.57%
31-05-2011,5560.15,5492.00,5571.60,5489.70,149.41M,+1.59%
30-05-2011,5473.10,5493.75,5509.30,5458.60,100.77M,-0.05%
27-05-2011,5476.10,5413.70,5485.80,5413.60,117.23M,+1.18%
26-05-2011,5412.35,5372.75,5422.20,5356.35,161.61M,+1.19%
25-05-2011,5348.95,5389.10,5389.10,5328.70,99.92M,-0.85%
24-05-2011,5394.85,5385.10,5422.60,5367.45,100.05M,+0.15%
23-05-2011,5386.55,5456.70,5456.70,5373.00,94.67M,-1.82%
20-05-2011,5486.35,5450.65,5517.55,5432.75,127.40M,+1.07%
19-05-2011,5428.10,5448.15,5452.60,5411.25,94.18M,+0.14%
18-05-2011,5420.60,5448.20,5460.50,5401.25,107.36M,-0.34%
17-05-2011,5438.95,5496.10,5523.85,5421.05,109.20M,-1.09%
16-05-2011,5499.00,5541.70,5541.80,5487.65,94.22M,-0.83%
13-05-2011,5544.75,5492.35,5605.00,5472.15,119.42M,+1.07%
12-05-2011,5486.15,5537.80,5572.50,5476.30,91.63M,-1.42%
11-05-2011,5565.05,5547.20,5574.70,5525.00,82.51M,+0.43%
10-05-2011,5541.25,5555.55,5592.90,5514.55,88.82M,-0.18%
09-05-2011,5551.10,5575.20,5586.05,5502.40,75.44M,-0.01%
06-05-2011,5551.45,5477.65,5564.40,5472.45,122.68M,+1.68%
05-05-2011,5459.85,5531.60,5560.30,5443.65,126.43M,-1.40%
04-05-2011,5537.15,5567.70,5578.80,5503.00,119.08M,-0.50%
03-05-2011,5565.25,5689.70,5710.80,5554.85,125.52M,-2.39%
02-05-2011,5701.30,5766.90,5775.25,5687.70,86.51M,-0.84%
29-04-2011,5749.50,5782.50,5804.30,5706.05,184.75M,-0.62%
28-04-2011,5785.45,5851.35,5856.40,5776.95,159.34M,-0.83%
27-04-2011,5833.90,5884.20,5892.35,5819.95,108.74M,-0.59%
26-04-2011,5868.40,5876.85,5893.20,5791.55,117.17M,-0.10%
25-04-2011,5874.50,5859.60,5906.60,5857.00,94.38M,-0.17%
21-04-2011,5884.70,5882.85,5912.90,5864.35,119.75M,+0.56%
20-04-2011,5851.65,5786.05,5857.35,5759.65,117.90M,+1.93%
19-04-2011,5740.75,5716.00,5762.95,5693.25,101.24M,+0.20%
18-04-2011,5729.10,5824.35,5897.90,5722.25,121.11M,-1.64%
15-04-2011,5824.55,5898.75,5907.35,5806.45,140.59M,-1.47%
13-04-2011,5911.50,5747.95,5923.60,5735.55,145.70M,+2.17%
11-04-2011,5785.70,5805.35,5830.30,5777.90,92.73M,-0.96%
08-04-2011,5842.00,5886.75,5926.95,5822.00,99.86M,-0.74%
07-04-2011,5885.70,5888.55,5906.10,5866.25,98.16M,-0.10%
06-04-2011,5891.75,5908.00,5944.45,5868.80,125.96M,-0.31%
05-04-2011,5910.05,5923.85,5928.65,5855.85,110.63M,+0.03%
04-04-2011,5908.45,5842.00,5918.70,5833.20,106.39M,+1.41%
01-04-2011,5826.05,5835.00,5860.20,5810.40,118.32M,-0.13%
31-03-2011,5833.75,5803.05,5872.00,5778.65,219.44M,+0.80%
30-03-2011,5787.65,5755.80,5803.15,5753.90,133.21M,+0.89%
29-03-2011,5736.35,5686.50,5770.35,5680.70,140.48M,+0.86%
28-03-2011,5687.25,5645.25,5709.10,5643.20,130.72M,+0.58%
25-03-2011,5654.25,5588.65,5667.10,5560.95,133.45M,+2.39%
24-03-2011,5522.40,5501.80,5529.00,5496.10,115.26M,+0.77%
23-03-2011,5480.25,5411.40,5484.95,5401.95,112.04M,+1.23%
22-03-2011,5413.85,5390.85,5428.15,5376.15,94.94M,+0.92%
21-03-2011,5364.75,5408.75,5413.30,5348.20,107.18M,-0.17%
18-03-2011,5373.70,5475.35,5483.05,5366.40,129.49M,-1.34%
17-03-2011,5446.65,5455.40,5510.05,5435.30,135.26M,-1.17%
16-03-2011,5511.15,5475.95,5535.10,5475.95,135.20M,+1.13%
15-03-2011,5449.65,5420.00,5497.85,5373.65,191.04M,-1.48%
14-03-2011,5531.50,5436.50,5537.30,5434.25,173.52M,+1.58%
11-03-2011,5445.45,5456.15,5502.70,5411.55,133.44M,-0.89%
10-03-2011,5494.40,5516.10,5516.30,5468.45,135.73M,-0.66%
09-03-2011,5531.00,5542.40,5563.30,5477.45,149.82M,+0.18%
08-03-2011,5520.80,5466.10,5530.55,5464.75,127.51M,+1.06%
07-03-2011,5463.15,5490.05,5491.25,5408.45,134.58M,-1.36%
04-03-2011,5538.75,5586.20,5608.20,5524.10,162.01M,+0.05%
03-03-2011,5536.20,5478.45,5570.75,5468.25,218.80M,+0.25%
01-03-2011,5522.30,5382.00,5533.05,5373.55,210.50M,+3.54%
28-02-2011,5333.25,5330.15,5477.00,5308.60,317.25M,+0.56%
25-02-2011,5303.55,5321.05,5338.20,5232.75,193.54M,+0.78%
24-02-2011,5262.70,5408.75,5423.40,5242.50,259.35M,-3.21%
23-02-2011,5437.35,5452.45,5495.20,5427.55,173.58M,-0.58%
22-02-2011,5469.20,5504.40,5519.45,5437.30,166.27M,-0.90%
21-02-2011,5518.60,5456.60,5526.25,5413.10,137.63M,+1.09%
18-02-2011,5458.95,5557.55,5599.25,5441.95,180.91M,-1.58%
17-02-2011,5546.45,5501.70,5553.00,5463.40,143.67M,+1.18%
16-02-2011,5481.70,5467.60,5504.80,5460.35,140.52M,+0.01%
15-02-2011,5481.00,5467.75,5506.50,5408.35,170.46M,+0.46%
14-02-2011,5456.00,5340.25,5463.80,5340.25,175.71M,+2.75%
11-02-2011,5310.00,5219.65,5319.45,5177.70,211.25M,+1.61%
10-02-2011,5225.80,5246.05,5272.60,5196.80,225.24M,-0.53%
