Date,Close,Open,High,Low,Volume,Change
13-09-2021,17355.30,17363.55,17378.35,17269.15,241.05M,-0.08%
09-09-2021,17369.25,17312.85,17379.65,17302.70,241.51M,+0.09%
08-09-2021,17353.50,17375.75,17383.40,17254.20,252.65M,-0.05%
07-09-2021,17362.10,17401.55,17436.50,17287.00,243.42M,-0.09%
06-09-2021,17377.80,17399.35,17429.55,17345.55,228.05M,+0.31%
03-09-2021,17323.60,17262.45,17340.10,17212.20,261.37M,+0.52%
02-09-2021,17234.15,17095.40,17245.50,17059.70,242.38M,+0.92%
01-09-2021,17076.25,17185.60,17225.75,17055.05,301.89M,-0.33%
31-08-2021,17132.20,16947.50,17153.50,16915.85,464.39M,+1.19%
30-08-2021,16931.05,16775.85,16951.50,16764.85,283.48M,+1.35%
27-08-2021,16705.20,16642.55,16722.05,16565.60,217.41M,+0.41%
26-08-2021,16636.90,16627.95,16683.70,16603.40,253.53M,+0.01%
25-08-2021,16634.65,16654.00,16712.45,16617.50,265.92M,+0.06%
24-08-2021,16624.60,16561.40,16647.10,16495.30,275.36M,+0.78%
23-08-2021,16496.45,16592.25,16592.50,16395.70,275.60M,+0.28%
20-08-2021,16450.50,16382.50,16509.55,16376.05,350.82M,-0.71%
18-08-2021,16568.85,16691.95,16701.85,16535.85,251.80M,-0.28%
17-08-2021,16614.60,16545.25,16628.55,16495.40,297.39M,+0.31%
16-08-2021,16563.05,16518.40,16589.40,16480.75,254.05M,+0.21%
13-08-2021,16529.10,16385.70,16543.60,16376.30,321.87M,+1.01%
12-08-2021,16364.40,16303.65,16375.50,16286.90,280.18M,+0.50%
11-08-2021,16282.25,16327.30,16338.75,16162.55,277.90M,+0.01%
10-08-2021,16280.10,16274.80,16359.25,16202.25,287.99M,+0.13%
09-08-2021,16258.25,16281.35,16320.75,16179.05,240.45M,+0.12%
06-08-2021,16238.20,16304.40,16336.75,16223.30,320.09M,-0.35%
05-08-2021,16294.60,16288.95,16349.45,16210.30,418.17M,+0.22%
04-08-2021,16258.80,16195.25,16290.20,16176.15,427.34M,+0.79%
03-08-2021,16130.75,15951.55,16146.90,15914.35,341.29M,+1.55%
02-08-2021,15885.15,15874.90,15892.90,15834.65,244.85M,+0.77%
30-07-2021,15763.05,15800.60,15862.80,15744.85,400.02M,-0.10%
29-07-2021,15778.45,15762.70,15817.35,15737.80,401.58M,+0.44%
28-07-2021,15709.40,15761.55,15767.50,15513.45,318.60M,-0.24%
27-07-2021,15746.45,15860.50,15881.55,15701.00,311.01M,-0.49%
26-07-2021,15824.45,15849.30,15893.35,15797.00,267.08M,-0.20%
23-07-2021,15856.05,15856.80,15899.80,15768.40,294.10M,+0.20%
22-07-2021,15824.05,15736.60,15834.80,15726.40,265.25M,+1.23%
20-07-2021,15632.10,15703.95,15728.45,15578.55,274.28M,-0.76%
19-07-2021,15752.40,15754.50,15836.90,15707.50,242.13M,-1.07%
16-07-2021,15923.40,15958.35,15962.25,15882.60,276.30M,-0.01%
15-07-2021,15924.20,15872.15,15952.35,15855.00,284.85M,+0.44%
14-07-2021,15853.95,15808.70,15877.35,15764.20,239.92M,+0.26%
13-07-2021,15812.35,15794.00,15820.80,15744.60,246.68M,+0.76%
12-07-2021,15692.60,15766.80,15789.20,15644.75,216.27M,+0.02%
09-07-2021,15689.80,15688.25,15730.85,15632.75,243.25M,-0.24%
08-07-2021,15727.90,15855.40,15885.75,15682.90,307.93M,-0.96%
07-07-2021,15879.65,15819.60,15893.55,15779.70,329.31M,+0.39%
06-07-2021,15818.25,15813.75,15914.20,15801.00,391.41M,-0.10%
05-07-2021,15834.35,15793.40,15845.95,15762.05,207.03M,+0.71%
02-07-2021,15722.20,15705.85,15738.35,15635.95,254.81M,+0.27%
01-07-2021,15680.00,15755.05,15755.55,15667.05,224.92M,-0.26%
30-06-2021,15721.50,15776.90,15839.10,15708.75,262.39M,-0.17%
